ID,coppaRisk
2807,0.13272011379405252
1742,0.8011963140625354
806,0.8639418191518774
2635,0.13440210050701856
9047,0.10333276887114934
3048,0.004561783339277099
4691,0.9142635366773955
1346,0.45893566562211263
7045,0.0108869624272564
958,0.7975104258394327
331,0.077185130034592
1680,0.5538570487226758
7086,0.11239143541166999
1699,0.6461313887624186
8360,0.0679182649446411
5846,0.037634964524677114
8630,0.08060319521737548
8723,0.8495274614855465
6489,0.12167700971793699
8746,0.8422797346640359
7155,0.13259521465429558
1253,0.5008874266213884
8529,0.8927996303909621
2154,0.10668998558680315
1643,0.8329220941738396
1543,0.9028355171724232
2560,0.07988294547098768
3083,0.3441530839673314
1631,0.03531416586892491
4456,0.06472591421724669
8915,0.7130094456936539
3411,0.037116927210274125
1062,0.49143406706997617
6219,0.06637908130163873
3621,0.04460256314808035
3874,0.08040393668924202
5246,0.062378940802818805
8130,0.0831238897927685
8776,0.9251051520649476
7012,0.6444206419687616
5252,0.6835519182815428
2577,0.6380962391945357
1138,0.8349842581095249
4404,0.7320647626784728
6996,0.13905305089279807
3530,0.615700732333504
9679,0.2692437884630811
6482,0.06036692981524208
74,0.05656938417417818
7103,0.022813985200851636
1483,0.6280437160163388
6244,0.1092513069211172
1184,0.6861689869823987
8362,0.07733360502686325
3503,0.08794806864773407
4665,0.8760260300692587
439,0.1602347190051215
733,0.7680933897854705
1308,0.6075401968382784
286,0.9007853282698631
7345,0.126253305997048
7662,0.01218753297244047
7063,0.09783899547074944
1492,0.029120602981528236
957,0.8222145458177531
963,0.3521772362702457
6499,0.054763641220839716
7530,0.04568392568958511
541,0.8286164745386168
3020,0.07073149219944788
8213,0.07882190322679211
72,0.04506145912187441
2427,0.10039522075655503
4038,0.4426760768755567
1781,0.018412590449443447
4085,0.04398741145389909
4390,0.05101443428153168
9295,0.027313570226496733
6324,0.030313303515802383
4899,0.5974300710439766
1359,0.5289818436013863
8024,0.061019669826304024
8558,0.8302895158433956
8709,0.9497416734587377
9947,0.8462380282037563
3864,0.05745674493725014
7484,0.8246467505044182
2251,0.5436108032459461
1920,0.910887435084266
6142,0.028687973095981083
8969,0.09012199490063708
2782,0.05898798822868682
7214,0.10258753555885639
2397,0.0882722009214239
7631,0.06343383127329669
3086,0.04458624460546537
8316,0.05679177617900049
2528,0.15449013044427326
3286,0.003805145580218367
2901,0.8817169095200666
956,0.8841822078946514
726,0.5087746475932058
3308,0.07371923087680732
9913,0.06532174238235815
6432,0.07097244792578385
2521,0.09152991756221956
4536,0.07772748874926191
6431,0.40277406390001463
419,0.12560080568799062
5206,0.14351045958274622
5329,0.13339017802753167
9568,0.08396883122982059
1020,0.8796155209191048
8027,0.09900399969846364
7687,0.05619377228963915
5545,0.018078083740432453
6319,0.21652576878185575
9068,0.011833987347964444
5499,0.04126825409399444
4807,0.8655798596442417
7757,0.022725204990658124
3271,0.10107771074786367
4166,0.09232951361710656
5230,0.07871269913938438
3689,0.0864992491435816
5288,0.0802294917959151
1917,0.7359179847456473
1027,0.5560175943327369
3158,0.108190589928508
8177,0.08610223893915661
3958,0.058097647018688185
3291,0.07361719025894391
6349,0.10724692081699155
7727,0.06998492454799266
4890,0.05660478822881711
8519,0.4375736870348355
9897,0.13302311739044276
5278,0.5954775097372562
4724,0.8304173900334931
3815,0.06135442484176702
7588,0.12665454064634815
1506,0.5068274488368555
8318,0.1641737046676714
5530,0.061719746839331915
1748,0.3136130386874597
152,0.5898750959641517
3423,0.08610076872400158
4629,0.02870459618442083
6390,0.06323867918253143
1566,0.7796105730760033
6716,0.09907583854357499
3603,0.6320357597801519
2806,0.6760823050255036
1037,0.8233033155857085
8627,0.8405458090829857
155,0.0934689037915261
8193,0.0744779849772385
8259,0.9541203993803893
2837,0.02436467370154268
2069,0.8858841181376315
529,0.07178918619884461
1493,0.264854477830643
5773,0.05397406567706696
3949,0.09596205213912282
1805,0.8554291213539469
7151,0.06037324394503881
3237,0.10144152440938588
7902,0.06949586806003993
7865,0.06903475144054266
1565,0.8873374366277098
1904,0.8107494528943404
3792,0.0381989532820967
1151,0.7353104437784965
9660,0.5419110022741971
4563,0.09227433059228979
2218,0.039281878972951684
9092,0.7025921866483893
8336,0.017808517563754414
3157,0.8713990729794854
1795,0.6459729520926456
4644,0.06799141734981416
8001,0.06339263737898748
7359,0.057103721253743286
7258,0.07136860701211105
8585,0.6485971503020633
2182,0.05945653093417232
9021,0.11774023098420001
6348,0.035042564785052265
9027,0.07902153793865124
1652,0.09028667301804155
9059,0.10847028431659438
6774,0.04094881554725818
5026,0.8390590098639158
5919,0.04951531976925019
5195,0.6136491947642291
3832,0.5441615443958793
7418,0.006852040678032776
4015,0.6119381639834184
1388,0.8591686229834888
4122,0.5929886088152501
5217,0.09862621018809638
7906,0.06897529552956987
6742,0.7987094736539121
7574,0.1417444770207923
1404,0.5825302191492253
9531,0.06560269451570631
6866,0.043149256073919
2158,0.013179062199397913
9256,0.07229847068731958
2130,0.8863508327834404
9852,0.43818333334169635
2581,0.08943242847364899
5095,0.22424127333535548
7837,0.007215559769708143
9912,0.8428896041236054
7827,0.05338912863010662
3382,0.06845486057899743
5551,0.06428110952395631
9875,0.03945713515106433
4491,0.2533585136135479
3720,0.07627327716528491
9909,0.2085677253619542
1892,0.8665801472621393
9505,0.46491050514061694
4019,0.05101059872029936
8826,0.9085121129779967
3178,0.1329143003142219
9188,0.7548457963198185
4855,0.06873251364031013
420,0.03626600982739576
3270,0.1646823835876163
1725,0.9380129042552297
2815,0.7384026923629137
1850,0.9771490350674805
7186,0.03610089345052632
7770,0.11425424349311514
378,0.6581362867206662
5498,0.6281931928931525
1409,0.04565975346735572
9685,0.0364019331531792
575,0.10835695264105213
8762,0.9456421757031177
3836,0.6605004355638774
7936,0.07630350060271017
7017,0.018519976100682803
2518,0.08136140766555344
7733,0.7804265442084027
2702,0.11225998987819552
8925,0.01841915083750307
8461,0.7474686879590355
4134,0.06634251892932445
6197,0.17558394840775132
5231,0.08929877299752051
2507,0.14309734690812068
2921,0.5904489138944831
7851,0.05359820849183292
4128,0.07574107714081842
519,0.16607154465628815
4964,0.0718577681545735
2818,0.018517059484523656
3441,0.7665976856885637
2488,0.05849272679592995
1382,0.34610493608868276
