ID,coppaRisk
2807,0.17380038
1742,0.80030227
806,0.8168342
2635,0.18076338
9047,0.037793227
3048,0.044035017
4691,0.89252746
1346,0.6006211
7045,0.033276413
958,0.7704616
331,0.14811747
1680,0.39390728
7086,0.18801989
1699,0.440533
8360,0.037887428
5846,0.019244798
8630,0.14231163
8723,0.8597023
6489,0.05816182
8746,0.77661115
7155,0.061334576
1253,0.6485818
8529,0.8748225
2154,0.119818926
1643,0.7888216
1543,0.7986948
2560,0.042422514
3083,0.34321174
1631,0.11277436
4456,0.056358404
8915,0.6864852
3411,0.025564294
1062,0.5224195
6219,0.03666427
3621,0.021047277
3874,0.11707556
5246,0.050091356
8130,0.12125322
8776,0.887243
7012,0.5063477
5252,0.7599452
2577,0.60615915
1138,0.81468445
4404,0.7323768
6996,0.13178077
3530,0.63320994
9679,0.41074908
6482,0.02983631
74,0.09500784
7103,0.037432097
1483,0.33666518
6244,0.093618445
1184,0.738104
8362,0.041881938
3503,0.0510491
4665,0.8593079
439,0.19200283
733,0.67757446
1308,0.5518641
286,0.8816614
7345,0.19760185
7662,0.016896041
7063,0.07658579
1492,0.06993809
957,0.7358789
963,0.33874103
6499,0.03833576
7530,0.021972274
541,0.81986284
3020,0.05548119
8213,0.1416104
72,0.11937267
2427,0.14485556
4038,0.45919445
1781,0.058557946
4085,0.02338669
4390,0.053908963
9295,0.021136383
6324,0.04455444
4899,0.5309688
1359,0.47710356
8024,0.039766826
8558,0.7872156
8709,0.9211841
9947,0.84696734
3864,0.030230476
7484,0.7999404
2251,0.5735519
1920,0.8993775
6142,0.05777871
8969,0.051636353
2782,0.05659668
7214,0.1520937
2397,0.054383844
7631,0.06654425
3086,0.025393717
8316,0.03547546
2528,0.2237086
3286,0.01564156
2901,0.8049956
956,0.8318929
726,0.5492556
3308,0.10939246
9913,0.06546768
6432,0.12482614
2521,0.09351811
4536,0.067580886
6431,0.42696196
419,0.21632026
5206,0.2488015
5329,0.1378236
9568,0.20101626
1020,0.8645576
8027,0.12566486
7687,0.084843345
5545,0.019700045
6319,0.276677
9068,0.027223581
5499,0.049961627
4807,0.8486165
7757,0.039452404
3271,0.054217562
4166,0.17818107
5230,0.06938699
3689,0.039166164
5288,0.16311981
1917,0.8453774
1027,0.58769155
3158,0.19087626
8177,0.105206154
3958,0.04963548
3291,0.058846585
6349,0.09470186
7727,0.03279256
4890,0.035788607
8519,0.39917675
9897,0.1987645
5278,0.5794862
4724,0.8137332
3815,0.035970345
7588,0.111267075
1506,0.40556422
8318,0.09840756
5530,0.035176747
1748,0.2851321
152,0.5331942
3423,0.15075593
4629,0.07014011
6390,0.028813465
1566,0.7125018
6716,0.046621922
3603,0.63046825
2806,0.6875465
1037,0.85091496
8627,0.7755696
155,0.063717164
8193,0.06683389
8259,0.88333774
2837,0.092459925
2069,0.92102134
529,0.14258938
1493,0.35071042
5773,0.08829475
3949,0.06315613
1805,0.7980374
7151,0.042809654
3237,0.10094415
7902,0.038663857
7865,0.024705991
1565,0.87530637
1904,0.6862142
3792,0.02346319
1151,0.80513906
9660,0.5653846
4563,0.13357319
2218,0.053513393
9092,0.60089296
8336,0.032767896
3157,0.83704245
1795,0.7307414
4644,0.0553275
8001,0.036811847
7359,0.024907917
7258,0.051139817
8585,0.6708224
2182,0.05651365
9021,0.06393232
6348,0.035715837
9027,0.13580534
1652,0.062703446
9059,0.03638211
6774,0.020975554
5026,0.79545677
5919,0.024468876
5195,0.5920128
3832,0.47310415
7418,0.031148136
4015,0.60179627
1388,0.8215407
4122,0.61359435
5217,0.166196
7906,0.046524122
6742,0.77923936
7574,0.05425582
1404,0.50908625
9531,0.12236403
6866,0.036631785
2158,0.012267374
9256,0.07156576
2130,0.8854066
9852,0.44493812
2581,0.07576467
5095,0.37407088
7837,0.045595456
9912,0.734597
7827,0.02506085
3382,0.055775847
5551,0.04709871
9875,0.14544523
4491,0.22816505
3720,0.14275542
9909,0.3258331
1892,0.8705824
9505,0.49295938
4019,0.026277903
8826,0.89655423
3178,0.20088945
9188,0.82704175
4855,0.054518443
420,0.12702073
3270,0.4091043
1725,0.9059458
2815,0.79348946
1850,0.93699837
7186,0.024502367
7770,0.11468344
378,0.607753
5498,0.60195607
1409,0.0987436
9685,0.07597811
575,0.07205652
8762,0.8736682
3836,0.662711
7936,0.04797762
7017,0.020002747
2518,0.06109999
7733,0.7889762
2702,0.14727814
8925,0.020810468
8461,0.7550669
4134,0.15362088
6197,0.11819838
5231,0.06846074
2507,0.23363338
2921,0.41834143
7851,0.08620079
4128,0.053817675
519,0.1909075
4964,0.05141908
2818,0.03357821
3441,0.83727694
2488,0.058384676
1382,0.64658976
2583,0.41965505
6631,0.049457345
7112,0.16879137
2018,0.91330844
2505,0.16339646
5149,0.050976973
9814,0.036140323
2243,0.04846941
5953,0.020629527
629,0.12718748
